featureArea,pageOrComponent,surface,currentIconName,currentLibrary,filePath,line,usageContext,semanticMeaning,status
dashboard,RoomsSnapshotSection.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,keep
dashboard,RoomsSnapshotSection.tsx,both,Bath,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,BedDouble,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Briefcase,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Car,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,ChevronLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,ChevronRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,keep
dashboard,RoomsSnapshotSection.tsx,both,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,LayoutGrid,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Package,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Shirt,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Sofa,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,UtensilsCrossed,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,RoomsSnapshotSection.tsx,both,Warehouse,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/RoomsSnapshotSection.tsx,5,import,varies,review
dashboard,SeasonalChecklistCard.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/SeasonalChecklistCard.tsx,8,import,varies,keep
dashboard,SeasonalChecklistCard.tsx,both,Calendar,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/SeasonalChecklistCard.tsx,8,import,varies,keep
dashboard,SeasonalChecklistCard.tsx,both,AlertCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/SeasonalChecklistCard.tsx,8,import,varies,keep
dashboard,ShareVaultButton.tsx,both,Check,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ShareVaultButton.tsx,8,import,varies,keep
dashboard,ShareVaultButton.tsx,both,Copy,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ShareVaultButton.tsx,8,import,varies,review
dashboard,ShareVaultButton.tsx,both,ExternalLink,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ShareVaultButton.tsx,8,import,varies,keep
dashboard,ShareVaultButton.tsx,both,Lock,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ShareVaultButton.tsx,8,import,varies,review
dashboard,ShareVaultButton.tsx,both,Share2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ShareVaultButton.tsx,8,import,varies,review
dashboard,UpcomingBookingsCard.tsx,both,Calendar,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/UpcomingBookingsCard.tsx,10,import,varies,keep
dashboard,UpcomingBookingsCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/UpcomingBookingsCard.tsx,10,import,varies,keep
dashboard,UpcomingBookingsCard.tsx,both,House,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/UpcomingBookingsCard.tsx,10,import,varies,review
dashboard,UpcomingRenewalsCard.tsx,both,RefreshCw,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/UpcomingRenewalsCard.tsx,12,import,varies,review
dashboard,UpcomingRenewalsCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/UpcomingRenewalsCard.tsx,12,import,varies,keep
dashboard,WelcomeModal.tsx,both,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/WelcomeModal.tsx,6,import,varies,review
dashboard,WelcomeModal.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/WelcomeModal.tsx,6,import,varies,review
dashboard,WelcomeModal.tsx,both,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/WelcomeModal.tsx,6,import,varies,review
inventory,CoverageHealthBanner.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageHealthBanner.tsx,4,import,varies,review
inventory,CoverageHealthBanner.tsx,both,CheckCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageHealthBanner.tsx,4,import,varies,review
inventory,CoverageTab.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageTab.tsx,4,import,varies,review
inventory,CoverageTab.tsx,both,Monitor,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageTab.tsx,4,import,varies,review
inventory,CoverageTab.tsx,both,Package,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageTab.tsx,4,import,varies,review
inventory,CoverageTab.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageTab.tsx,4,import,varies,review
inventory,CoverageTab.tsx,both,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageTab.tsx,4,import,varies,review
inventory,CoverageTab.tsx,both,Zap,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/CoverageTab.tsx,4,import,varies,review
inventory,DocumentUploadZone.tsx,both,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/DocumentUploadZone.tsx,4,import,varies,review
inventory,DocumentUploadZone.tsx,both,Link2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/DocumentUploadZone.tsx,4,import,varies,review
inventory,DocumentUploadZone.tsx,both,Search,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/DocumentUploadZone.tsx,4,import,varies,keep
inventory,DocumentUploadZone.tsx,both,Upload,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/DocumentUploadZone.tsx,4,import,varies,keep
inventory,DocumentUploadZone.tsx,both,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/DocumentUploadZone.tsx,4,import,varies,keep
inventory,InlineValueEditor.tsx,both,Check,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InlineValueEditor.tsx,5,import,varies,keep
inventory,InlineValueEditor.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InlineValueEditor.tsx,5,import,varies,keep
inventory,InlineValueEditor.tsx,both,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InlineValueEditor.tsx,5,import,varies,keep
inventory,InlineValueEditor.tsx,both,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InlineValueEditor.tsx,5,import,varies,keep
inventory,InventoryFilterBar.tsx,both,Search,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryFilterBar.tsx,4,import,varies,keep
inventory,InventoryFilterBar.tsx,both,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryFilterBar.tsx,4,import,varies,keep
inventory,InventoryItemDrawer.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,BadgeCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,Circle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,keep
inventory,InventoryItemDrawer.tsx,both,ScanLine,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,ShieldAlert,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,Trash2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,keep
inventory,InventoryItemDrawer.tsx,both,Wrench,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,review
inventory,InventoryItemDrawer.tsx,both,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,19,import,varies,keep
inventory,InventoryItemDrawer.tsx,both,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryItemDrawer.tsx,1243,inline svg element,varies,review
inventory,InventoryPageHeader.tsx,both,ChevronDown,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,keep
inventory,InventoryPageHeader.tsx,both,Download,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,review
inventory,InventoryPageHeader.tsx,both,Grid,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,review
inventory,InventoryPageHeader.tsx,both,History,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,review
inventory,InventoryPageHeader.tsx,both,Package,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,review
inventory,InventoryPageHeader.tsx,both,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,keep
inventory,InventoryPageHeader.tsx,both,Upload,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/InventoryPageHeader.tsx,4,import,varies,keep
inventory,MobileInventorySections.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,ChevronDown,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,keep
inventory,MobileInventorySections.tsx,both,Download,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,Grid,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,History,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,keep
inventory,MobileInventorySections.tsx,both,Search,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,keep
inventory,MobileInventorySections.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,review
inventory,MobileInventorySections.tsx,both,Upload,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,keep
inventory,MobileInventorySections.tsx,both,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/inventory/MobileInventorySections.tsx,5,import,varies,keep
dashboard,HomeEquityNudge.tsx,both,TrendingUp,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeEquityNudge.tsx,5,import,varies,review
dashboard,HomeEquityNudge.tsx,both,Flame,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeEquityNudge.tsx,5,import,varies,review
dashboard,HomeHealthNudge.tsx,both,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,review
dashboard,HomeHealthNudge.tsx,both,Camera,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,review
dashboard,HomeHealthNudge.tsx,both,Edit3,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,review
dashboard,HomeHealthNudge.tsx,both,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,keep
dashboard,HomeHealthNudge.tsx,both,AlertCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,keep
dashboard,HomeHealthNudge.tsx,both,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,review
dashboard,HomeHealthNudge.tsx,both,Droplets,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,review
dashboard,HomeHealthNudge.tsx,both,Flame,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/HomeHealthNudge.tsx,7,import,varies,review
dashboard,InsuranceGapNudge.tsx,both,Camera,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/InsuranceGapNudge.tsx,5,import,varies,review
dashboard,InsuranceGapNudge.tsx,both,FileScan,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/InsuranceGapNudge.tsx,5,import,varies,review
dashboard,InsuranceGapNudge.tsx,both,Flame,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/verification/InsuranceGapNudge.tsx,5,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/coverage-intelligence/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/coverage-intelligence/page.tsx,5,import,varies,keep
other,page.tsx,desktop,ShieldCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/coverage-intelligence/page.tsx,5,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/daily-snapshot/page.tsx,7,import,varies,keep
other,page.tsx,desktop,CheckCircle2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/daily-snapshot/page.tsx,7,import,varies,review
other,page.tsx,desktop,Clock3,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/daily-snapshot/page.tsx,7,import,varies,review
other,page.tsx,desktop,ShieldAlert,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/daily-snapshot/page.tsx,7,import,varies,review
other,page.tsx,desktop,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/daily-snapshot/page.tsx,7,import,varies,review
other,page.tsx,desktop,XCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/daily-snapshot/page.tsx,7,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/do-nothing-simulator/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/do-nothing-simulator/page.tsx,5,import,varies,keep
other,page.tsx,desktop,PauseCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/do-nothing-simulator/page.tsx,5,import,varies,review
other,page.tsx,desktop,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,review
other,page.tsx,desktop,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Trash2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,ExternalLink,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Filter,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Save,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Upload,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,review
other,page.tsx,desktop,FileCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/documents/page.tsx,5,import,varies,keep
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/energy/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/energy/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Zap,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/energy/page.tsx,7,import,varies,review
other,page.tsx,desktop,DollarSign,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,review
other,page.tsx,desktop,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Trash2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Edit,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Save,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Filter,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/expenses/page.tsx,5,import,varies,keep
other,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/home-savings/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/home-savings/page.tsx,5,import,varies,keep
other,page.tsx,desktop,PiggyBank,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/home-savings/page.tsx,5,import,varies,review
mobile,page.tsx,mobile,LayoutGrid,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,5,import,varies,review
mobile,page.tsx,mobile,🏛️,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,55,icon property,emoji icon,replace
mobile,page.tsx,mobile,📈,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,56,icon property,emoji icon,replace
mobile,page.tsx,mobile,🛡️,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,57,icon property,emoji icon,replace
mobile,page.tsx,mobile,🧮,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,58,icon property,emoji icon,replace
mobile,page.tsx,mobile,💵,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,59,icon property,emoji icon,replace
mobile,page.tsx,mobile,⚖️,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,60,icon property,emoji icon,replace
mobile,page.tsx,mobile,📊,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,61,icon property,emoji icon,replace
mobile,page.tsx,mobile,🎯,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,62,icon property,emoji icon,replace
mobile,page.tsx,mobile,🧳,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,63,icon property,emoji icon,replace
mobile,page.tsx,mobile,🧰,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,64,icon property,emoji icon,replace
mobile,page.tsx,mobile,🗓️,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,65,icon property,emoji icon,replace
mobile,page.tsx,mobile,🧭,emoji,apps/frontend/src/app/(dashboard)/dashboard/home-tools/page.tsx,66,icon property,emoji icon,replace
other,page.tsx,desktop,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/inspection-report/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/inspection-report/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/inspection-report/page.tsx,7,import,varies,review
insurance,page.tsx,desktop,FileText,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,review
insurance,page.tsx,desktop,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,Shield,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,review
insurance,page.tsx,desktop,Trash2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,Edit,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,X,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,Upload,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,CalendarDays,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,review
insurance,page.tsx,desktop,ChevronDown,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,MoreHorizontal,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
insurance,page.tsx,desktop,Sparkles,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,review
insurance,page.tsx,desktop,ShieldCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,review
insurance,page.tsx,desktop,Save,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/insurance/page.tsx,5,import,varies,keep
inventory,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/inventory/page.tsx,7,import,varies,keep
maintenance,page.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance/page.tsx,8,import,varies,keep
maintenance,page.tsx,desktop,Plus,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance/page.tsx,8,import,varies,keep
maintenance,page.tsx,desktop,Edit,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance/page.tsx,8,import,varies,keep
maintenance,page.tsx,desktop,CheckCircle,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance/page.tsx,8,import,varies,review
maintenance,page.tsx,desktop,Eye,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance/page.tsx,8,import,varies,review
maintenance,page.tsx,desktop,ArrowLeft,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance/page.tsx,43,import,varies,keep
maintenance,MaintenanceConfigModal.tsx,desktop,CalendarIcon,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/MaintenanceConfigModal.tsx,42,import,varies,review
maintenance,MaintenanceConfigModal.tsx,desktop,Home,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/MaintenanceConfigModal.tsx,42,import,varies,review
maintenance,MaintenanceConfigModal.tsx,desktop,Loader2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/MaintenanceConfigModal.tsx,42,import,varies,keep
maintenance,page.tsx,desktop,ArrowRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,keep
maintenance,page.tsx,desktop,BadgeCheck,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,BellRing,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,Building2,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,Bug,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,ChevronRight,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,keep
maintenance,page.tsx,desktop,CloudRain,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,CreditCard,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,Database,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
maintenance,page.tsx,desktop,ClipboardList,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/maintenance-setup/page.tsx,12,import,varies,review
