featureArea,pageOrComponent,surface,currentIconName,currentLibrary,filePath,line,usageContext,semanticMeaning,status
rooms,RoomChecklistPanel.tsx,both,Check,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,keep
rooms,RoomChecklistPanel.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,review
rooms,RoomChecklistPanel.tsx,both,CheckSquare,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,review
rooms,RoomChecklistPanel.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,keep
rooms,RoomChecklistPanel.tsx,both,Plus,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,keep
rooms,RoomChecklistPanel.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,review
rooms,RoomChecklistPanel.tsx,both,Trash2,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,keep
rooms,RoomHealthScoreRing.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/rooms/RoomHealthScoreRing.tsx,169,inline svg element,varies,review
rooms,RoomIntelligenceCard.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,ChevronRight,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,keep
rooms,RoomIntelligenceCard.tsx,both,FileText,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,HelpCircle,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,PackagePlus,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,Wrench,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,148,inline svg element,varies,review
rooms,RoomListCard.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,keep
rooms,RoomListCard.tsx,both,ChevronRight,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,keep
rooms,RoomListCard.tsx,both,FileText,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,review
rooms,RoomListCard.tsx,both,Package,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,review
rooms,RoomListCard.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,review
rooms,RoomPageHeader.tsx,both,ArrowLeft,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,keep
rooms,RoomPageHeader.tsx,both,Package,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,review
rooms,RoomPageHeader.tsx,both,Settings,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,review
rooms,RoomPageHeader.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,review
rooms,RoomProfileForm.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,review
rooms,RoomProfileForm.tsx,both,Loader2,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,keep
rooms,RoomProfileForm.tsx,both,Plus,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,keep
rooms,RoomProfileForm.tsx,both,X,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,keep
rooms,RoomTimeline.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,Camera,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,ClipboardCheck,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,Pencil,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,Plus,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,keep
rooms,RoomTimeline.tsx,both,Wrench,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,ScanHistoryCollapsible.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,keep
rooms,ScanHistoryCollapsible.tsx,both,History,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,review
rooms,ScanHistoryCollapsible.tsx,both,RefreshCw,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,review
rooms,ScanHistoryCollapsible.tsx,both,Sparkles,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,review
rooms,roomVisuals.ts,both,Bath,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Bed,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Car,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Home,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Monitor,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Sofa,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,UtensilsCrossed,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,WashingMachine,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
other,ScoreTrendChart.tsx,both,Minus,lucide-react,apps/frontend/src/components/scores/ScoreTrendChart.tsx,5,import,varies,review
other,ScoreTrendChart.tsx,both,TrendingDown,lucide-react,apps/frontend/src/components/scores/ScoreTrendChart.tsx,5,import,varies,review
other,ScoreTrendChart.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/scores/ScoreTrendChart.tsx,5,import,varies,review
other,ScoreTrendChart.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/scores/ScoreTrendChart.tsx,109,inline svg element,varies,review
seasonal,CostComparison.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/seasonal/CostComparison.tsx,3,import,varies,review
seasonal,CostComparison.tsx,both,TrendingDown,lucide-react,apps/frontend/src/components/seasonal/CostComparison.tsx,3,import,varies,review
seasonal,DiyDifficultyBadge.tsx,both,Star,lucide-react,apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,3,import,varies,review
seasonal,DiyDifficultyBadge.tsx,both,Wrench,lucide-react,apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,3,import,varies,review
seasonal,DiyDifficultyBadge.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Zap,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Flame,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Droplet,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Wind,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SeasonalBanner.tsx,both,X,lucide-react,apps/frontend/src/components/seasonal/SeasonalBanner.tsx,5,import,varies,keep
seasonal,SeasonalBanner.tsx,both,Calendar,lucide-react,apps/frontend/src/components/seasonal/SeasonalBanner.tsx,5,import,varies,keep
seasonal,SeasonalChecklistModal.tsx,both,X,lucide-react,apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,5,import,varies,keep
seasonal,SeasonalChecklistModal.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,5,import,varies,review
seasonal,SeasonalChecklistModal.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,5,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Check,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,X,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Clock,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Info,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalTaskCard.tsx,both,Timer,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalTaskCard.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalTaskCard.tsx,both,Loader2,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Eye,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalWidget.tsx,both,ChevronRight,lucide-react,apps/frontend/src/components/seasonal/SeasonalWidget.tsx,5,import,varies,keep
seasonal,SeasonalWidget.tsx,both,Calendar,lucide-react,apps/frontend/src/components/seasonal/SeasonalWidget.tsx,5,import,varies,keep
seasonal,TaskActionButtons.tsx,both,Youtube,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,review
seasonal,TaskActionButtons.tsx,both,FileText,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,review
seasonal,TaskActionButtons.tsx,both,Phone,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,review
seasonal,TaskActionButtons.tsx,both,ExternalLink,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,keep
other,AgentInterviewGuide.tsx,both,Plus,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,keep
other,AgentInterviewGuide.tsx,both,Trash2,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,keep
other,AgentInterviewGuide.tsx,both,Users,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,review
other,AgentInterviewGuide.tsx,both,RotateCcw,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,review
other,BudgetTrackerCard.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/seller-prep/BudgetTrackerCard.tsx,10,import,varies,review
other,BudgetTrackerCard.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/seller-prep/BudgetTrackerCard.tsx,10,import,varies,keep
other,FeedbackWidget.tsx,both,ThumbsUp,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,review
other,FeedbackWidget.tsx,both,ThumbsDown,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,review
other,FeedbackWidget.tsx,both,X,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,keep
other,FeedbackWidget.tsx,both,Loader2,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,keep
other,FeedbackWidget.tsx,both,MessageSquare,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,review
other,LeadCaptureModal.tsx,both,Loader2,lucide-react,apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,19,import,varies,keep
other,LeadCaptureModal.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,19,import,varies,review
other,LeadCaptureModal.tsx,both,Lock,lucide-react,apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,19,import,varies,review
other,ProgressTimeline.tsx,both,Calendar,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,keep
other,ProgressTimeline.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,review
other,ProgressTimeline.tsx,both,XCircle,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,review
other,ProgressTimeline.tsx,both,Clock,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,keep
other,SellerPrepCTA.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepCTA.tsx,6,import,varies,review
other,SellerPrepCTA.tsx,both,ArrowRight,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepCTA.tsx,6,import,varies,keep
other,SellerPrepDashboardCard.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,6,import,varies,review
other,SellerPrepDashboardCard.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,6,import,varies,review
other,SellerPrepDashboardCard.tsx,both,ArrowRight,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,6,import,varies,keep
other,SellerPrepDisclaimer.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDisclaimer.tsx,14,import,varies,keep
other,SellerPrepDisclaimer.tsx,both,ExternalLink,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDisclaimer.tsx,14,import,varies,keep
other,SellerPrepIntakeForm.tsx,both,Loader2,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepIntakeForm.tsx,16,import,varies,keep
other,SellerPrepOverview.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,Hammer,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,FileText,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,keep
other,SellerPrepOverview.tsx,both,Loader2,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,keep
other,SellerPrepOverview.tsx,both,Undo2,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,LayoutDashboard,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,SellerPrepOverview.tsx,both,Users,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
other,ValueEstimatorCard.tsx,both,TrendingUp,lucide-react,apps/frontend/src/components/seller-prep/ValueEstimatorCard.tsx,11,import,varies,review
other,ValueEstimatorCard.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/seller-prep/ValueEstimatorCard.tsx,11,import,varies,review
other,ValueEstimatorCard.tsx,both,Circle,lucide-react,apps/frontend/src/components/seller-prep/ValueEstimatorCard.tsx,11,import,varies,review
other,DateField.tsx,both,CalendarDays,lucide-react,apps/frontend/src/components/shared/DateField.tsx,4,import,varies,review
other,ItemCard.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/shared/ItemCard.tsx,5,import,varies,review
other,ItemCard.tsx,both,HelpCircle,lucide-react,apps/frontend/src/components/shared/ItemCard.tsx,5,import,varies,review
other,ItemCard.tsx,both,Shield,lucide-react,apps/frontend/src/components/shared/ItemCard.tsx,5,import,varies,review
other,ItemCard.tsx,both,Upload,lucide-react,apps/frontend/src/components/shared/ItemCard.tsx,5,import,varies,keep
other,coverage-modal-chrome.tsx,both,Loader2,lucide-react,apps/frontend/src/components/shared/coverage-modal-chrome.tsx,4,import,varies,keep
other,coverage-modal-chrome.tsx,both,Save,lucide-react,apps/frontend/src/components/shared/coverage-modal-chrome.tsx,4,import,varies,keep
other,coverage-modal-chrome.tsx,both,X,lucide-react,apps/frontend/src/components/shared/coverage-modal-chrome.tsx,4,import,varies,keep
tasks,CreateMaintenanceTaskModal.tsx,both,X,lucide-react,apps/frontend/src/components/tasks/CreateMaintenanceTaskModal.tsx,7,import,varies,keep
tasks,CreateMaintenanceTaskModal.tsx,both,Loader2,lucide-react,apps/frontend/src/components/tasks/CreateMaintenanceTaskModal.tsx,7,import,varies,keep
tasks,CreateMaintenanceTaskModal.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/tasks/CreateMaintenanceTaskModal.tsx,7,import,varies,review
tasks,CreateMaintenanceTaskModal.tsx,both,Calendar,lucide-react,apps/frontend/src/components/tasks/CreateMaintenanceTaskModal.tsx,7,import,varies,keep
tasks,CreateMaintenanceTaskModal.tsx,both,Repeat,lucide-react,apps/frontend/src/components/tasks/CreateMaintenanceTaskModal.tsx,7,import,varies,review
tasks,EditMaintenanceTaskModal.tsx,both,Loader2,lucide-react,apps/frontend/src/components/tasks/EditMaintenanceTaskModal.tsx,7,import,varies,keep
tasks,EditMaintenanceTaskModal.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/tasks/EditMaintenanceTaskModal.tsx,7,import,varies,review
tasks,EditMaintenanceTaskModal.tsx,both,Calendar,lucide-react,apps/frontend/src/components/tasks/EditMaintenanceTaskModal.tsx,7,import,varies,keep
tasks,EditMaintenanceTaskModal.tsx,both,Repeat,lucide-react,apps/frontend/src/components/tasks/EditMaintenanceTaskModal.tsx,7,import,varies,review
tasks,HomeBuyerChecklist.tsx,both,Plus,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,keep
tasks,HomeBuyerChecklist.tsx,both,Loader2,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,keep
tasks,HomeBuyerChecklist.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,keep
tasks,HomeBuyerChecklist.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,review
tasks,HomeBuyerChecklist.tsx,both,Circle,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,review
tasks,HomeBuyerChecklist.tsx,both,Edit,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,keep
tasks,HomeBuyerChecklist.tsx,both,Trash2,lucide-react,apps/frontend/src/components/tasks/HomeBuyerChecklist.tsx,7,import,varies,keep
tasks,MaintenanceTaskCard.tsx,both,Calendar,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,keep
tasks,MaintenanceTaskCard.tsx,both,DollarSign,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
tasks,MaintenanceTaskCard.tsx,both,Edit,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,keep
tasks,MaintenanceTaskCard.tsx,both,Trash2,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,keep
tasks,MaintenanceTaskCard.tsx,both,MoreVertical,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
tasks,MaintenanceTaskCard.tsx,both,Clock,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,keep
tasks,MaintenanceTaskCard.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,keep
tasks,MaintenanceTaskCard.tsx,both,Repeat,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
tasks,MaintenanceTaskCard.tsx,both,Link,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
tasks,MaintenanceTaskCard.tsx,both,Wrench,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
tasks,MaintenanceTaskCard.tsx,both,Camera,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
tasks,MaintenanceTaskCard.tsx,both,Shield,lucide-react,apps/frontend/src/components/tasks/MaintenanceTaskCard.tsx,6,import,varies,review
property,PropertyMaintenanceList.tsx,both,Plus,lucide-react,apps/frontend/src/components/tasks/PropertyMaintenanceList.tsx,6,import,varies,keep
property,PropertyMaintenanceList.tsx,both,Loader2,lucide-react,apps/frontend/src/components/tasks/PropertyMaintenanceList.tsx,6,import,varies,keep
property,PropertyMaintenanceList.tsx,both,AlertCircle,lucide-react,apps/frontend/src/components/tasks/PropertyMaintenanceList.tsx,6,import,varies,keep
tasks,TaskFilterPanel.tsx,both,Filter,lucide-react,apps/frontend/src/components/tasks/TaskFilterPanel.tsx,5,import,varies,keep
tasks,TaskFilterPanel.tsx,both,X,lucide-react,apps/frontend/src/components/tasks/TaskFilterPanel.tsx,5,import,varies,keep
tasks,TaskFilterPanel.tsx,both,Search,lucide-react,apps/frontend/src/components/tasks/TaskFilterPanel.tsx,5,import,varies,keep
tasks,TaskFilterPanel.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/tasks/TaskFilterPanel.tsx,5,import,varies,keep
tasks,TaskFilterPanel.tsx,both,ChevronUp,lucide-react,apps/frontend/src/components/tasks/TaskFilterPanel.tsx,5,import,varies,keep
tasks,TaskPriorityBadge.tsx,both,AlertTriangle,lucide-react,apps/frontend/src/components/tasks/TaskPriorityBadge.tsx,5,import,varies,review
tasks,TaskPriorityBadge.tsx,both,ArrowUp,lucide-react,apps/frontend/src/components/tasks/TaskPriorityBadge.tsx,5,import,varies,review
tasks,TaskPriorityBadge.tsx,both,Minus,lucide-react,apps/frontend/src/components/tasks/TaskPriorityBadge.tsx,5,import,varies,review
tasks,TaskPriorityBadge.tsx,both,ArrowDown,lucide-react,apps/frontend/src/components/tasks/TaskPriorityBadge.tsx,5,import,varies,review
tasks,TaskStatusBadge.tsx,both,CheckCircle,lucide-react,apps/frontend/src/components/tasks/TaskStatusBadge.tsx,5,import,varies,review
tasks,TaskStatusBadge.tsx,both,Clock,lucide-react,apps/frontend/src/components/tasks/TaskStatusBadge.tsx,5,import,varies,keep
tasks,TaskStatusBadge.tsx,both,PlayCircle,lucide-react,apps/frontend/src/components/tasks/TaskStatusBadge.tsx,5,import,varies,review
tasks,TaskStatusBadge.tsx,both,XCircle,lucide-react,apps/frontend/src/components/tasks/TaskStatusBadge.tsx,5,import,varies,review
tasks,TaskStatusBadge.tsx,both,Ban,lucide-react,apps/frontend/src/components/tasks/TaskStatusBadge.tsx,5,import,varies,review
tools,ToolExplainerSection.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/tool-explainer/ToolExplainerSection.tsx,4,import,varies,keep
tools,ToolMethodologyAccordion.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/tools/ToolMethodologyAccordion.tsx,4,import,varies,keep
tools,ToolTrustBanner.tsx,both,Database,lucide-react,apps/frontend/src/components/tools/ToolTrustBanner.tsx,3,import,varies,review
tools,ToolTrustBanner.tsx,both,Zap,lucide-react,apps/frontend/src/components/tools/ToolTrustBanner.tsx,3,import,varies,review
tools,ToolTrustBanner.tsx,both,Info,lucide-react,apps/frontend/src/components/tools/ToolTrustBanner.tsx,3,import,varies,keep
tools,ToolTrustBanner.tsx,both,ExternalLink,lucide-react,apps/frontend/src/components/tools/ToolTrustBanner.tsx,3,import,varies,keep
shared-ui,MilestoneCelebration.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/ui/MilestoneCelebration.tsx,25,inline svg element,varies,review
shared-ui,MilestoneCelebration.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/ui/MilestoneCelebration.tsx,101,inline svg element,varies,review
shared-ui,MilestoneCelebration.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/ui/MilestoneCelebration.tsx,200,inline svg element,varies,review
shared-ui,MilestoneCelebration.tsx,both,inline-svg,inline-svg,apps/frontend/src/components/ui/MilestoneCelebration.tsx,273,inline svg element,varies,review
shared-ui,calendar.tsx,both,ChevronDownIcon,lucide-react,apps/frontend/src/components/ui/calendar.tsx,4,import,varies,review
shared-ui,calendar.tsx,both,ChevronLeftIcon,lucide-react,apps/frontend/src/components/ui/calendar.tsx,4,import,varies,review
shared-ui,calendar.tsx,both,ChevronRightIcon,lucide-react,apps/frontend/src/components/ui/calendar.tsx,4,import,varies,review
shared-ui,checkbox.tsx,both,Check,lucide-react,apps/frontend/src/components/ui/checkbox.tsx,5,import,varies,keep
shared-ui,dialog.tsx,both,X,lucide-react,apps/frontend/src/components/ui/dialog.tsx,5,import,varies,keep
shared-ui,dropdown-menu.tsx,both,Check,lucide-react,apps/frontend/src/components/ui/dropdown-menu.tsx,5,import,varies,keep
shared-ui,dropdown-menu.tsx,both,ChevronRight,lucide-react,apps/frontend/src/components/ui/dropdown-menu.tsx,5,import,varies,keep
shared-ui,dropdown-menu.tsx,both,Circle,lucide-react,apps/frontend/src/components/ui/dropdown-menu.tsx,5,import,varies,review
shared-ui,select.tsx,both,Check,lucide-react,apps/frontend/src/components/ui/select.tsx,5,import,varies,keep
shared-ui,select.tsx,both,ChevronDown,lucide-react,apps/frontend/src/components/ui/select.tsx,5,import,varies,keep
shared-ui,select.tsx,both,ChevronUp,lucide-react,apps/frontend/src/components/ui/select.tsx,5,import,varies,keep
shared-ui,sheet.tsx,both,X,lucide-react,apps/frontend/src/components/ui/sheet.tsx,6,import,varies,keep
shared-ui,toast.tsx,both,X,lucide-react,apps/frontend/src/components/ui/toast.tsx,6,import,varies,keep
other,VaultView.tsx,both,Award,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,CalendarCheck,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,CheckCircle2,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,Eye,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
